Name,AB,H,HR,R,RBI,BB,SO,NSB,AVG,OBP,SLG,OPS,wRC+,WAR,PlayerID,Score
Nathan Martorella,29.6437,6.81287,1.03887,3.49099,3.40172,3.04202,7.25355,0.0403534,0.229825,0.304377,0.386622,0.690999,89.4395,-0.0180797,sa3019978,-19.38202502736862
Alfonso Rivas,84.2985,20.0012,1.50267,10.9456,8.81262,9.58513,26.2063,0.75495,0.237266,0.320323,0.351216,0.671539,86.9926,-0.0201431,21560,-18.95949078095854
Darin Ruf,54.6256,12.2377,1.95554,7.25347,6.96733,7.36017,17.937,0.13548639999999998,0.224028,0.321995,0.378929,0.700924,94.6351,-0.0211451,9929,-15.300802594321055
TJ Hopkins,28.9324,6.66117,0.899079,3.39635,3.2791,2.55238,9.47454,0.1774561,0.230233,0.296499,0.367396,0.663895,81.9074,-0.0220337,25482,-25.569962068790627
Clint Frazier,64.5344,13.2032,1.82663,7.80533,5.88962,8.16645,22.6029,1.8981320000000002,0.204592,0.302481,0.338527,0.641008,79.18,-0.0223393,15983,-31.26909435761565
Irving Lopez,47.0803,10.0488,1.05431,4.866,4.61901,3.65185,13.4059,0.029764000000000006,0.21344,0.277242,0.333672,0.610914,66.2177,-0.0236281,20463,-39.53931758871598
Luis Liberato,22.1553,4.60353,0.827972,2.74108,1.93798,2.02029,7.55178,0.1854385,0.207784,0.276033,0.369877,0.64591,72.8279,-0.0243878,17307,-34.020301712698576
Justin Foscue,81.9423,19.1677,2.18997,11.2374,9.72412,8.51733,16.2269,0.7888379999999999,0.233917,0.315762,0.37422,0.689982,89.4526,-0.0246434,sa3014527,-15.424942456316263
José Azocar,268.754,64.0225,4.36847,31.7398,24.2185,13.364,70.0771,9.99422,0.238219,0.279253,0.344149,0.623402,68.9199,-0.0277499,18821,-23.638398153504873
Oscar Gonzalez,118.814,30.5724,2.71055,12.9963,14.1109,4.54402,29.0751,-0.02263910000000001,0.257313,0.287837,0.382926,0.670763,80.3977,-0.0280498,20970,-17.37032596201442
Darick Hall,56.3842,12.8747,2.27172,6.75802,8.03116,4.83837,17.2228,0.0188856,0.228339,0.294041,0.395936,0.689977,85.6989,-0.0286288,19717,-18.713015586425204
Weston Wilson,30.7897,6.48388,1.33665,4.30887,3.99308,3.18601,10.4158,1.033756,0.210586,0.286715,0.390073,0.676788,81.9952,-0.0289398,19358,-25.702940280010328
Kody Clemens,77.1035,16.8221,3.29112,9.85966,10.1143,6.12741,22.228,0.18860899999999997,0.218176,0.276803,0.401102,0.677905,80.3662,-0.0289454,20572,-22.336130223891317
Símon Muzziotti,28.9124,7.13127,0.131594,3.44931,2.4611,2.074,6.28499,0.8907250000000001,0.246651,0.305886,0.315434,0.621321,70.9597,-0.0301686,19553,-31.91073051334437
Anthony Bemboom,26.2059,5.32258,0.0693561,2.67055,2.35016,2.39058,6.62946,0.014004200000000001,0.203106,0.274645,0.25377,0.528416,48.7033,-0.0304876,13854,-59.4294268177038
José Tena,49.1389,11.4191,1.0158,5.49283,5.39119,3.31784,15.7789,0.890394,0.232384,0.28403,0.350272,0.634302,76.087,-0.0314156,23691,-31.44129930694495
Raimel Tapia,204.744,51.5416,3.39045,26.1261,20.454,15.5033,45.8242,6.298690000000001,0.251737,0.305132,0.355616,0.660748,81.118,-0.0329967,14350,-14.331820835128584
David Hensley,44.8056,9.21113,0.667237,6.30833,4.17347,5.48367,15.6154,0.546592,0.20558,0.293915,0.306113,0.600029,69.8198,-0.0333967,25111,-41.864077888839496
Kyle Garlick,83.8966,17.8864,3.2626,10.0078,10.742,6.41096,32.7669,0.0215217,0.213196,0.275578,0.376726,0.652304,78.9373,-0.0339033,18063,-28.419110496543695
Otto Lopez,39.0654,9.86972,0.249877,4.8026,3.61654,2.59959,7.8738,0.8640390000000001,0.252646,0.301647,0.324405,0.626053,74.7982,-0.0347476,19608,-29.96037418124224
Jared Young,43.746,10.0043,1.24266,5.44223,5.3855,3.94003,12.6371,0.5610614,0.22869,0.298946,0.36117,0.660115,81.466,-0.0352738,20404,-25.587451676816833
AJ Pollock,192.478,47.3081,6.95,24.0404,25.1682,13.2141,43.6032,1.102175,0.245785,0.297594,0.414457,0.712051,92.0023,-0.0363168,9256,-3.6398546234866678
Rece Hinds,32.3374,7.18138,1.2461,4.17423,4.53009,2.01749,12.4273,0.5747950000000001,0.222077,0.277392,0.386999,0.664391,72.6886,-0.0364743,sa1169587,-27.46572321839669
Victor Reyes,60.1939,14.958,1.16073,6.38831,6.31918,3.10335,15.2003,0.842058,0.248497,0.288729,0.362811,0.65154,76.7532,-0.0385832,15487,-24.978765932321245
Tyler Nevin,40.2177,9.43573,0.886213,6.36912,5.94871,4.09067,10.0763,-0.015774200000000002,0.234616,0.309815,0.338116,0.64793,83.7854,-0.0410034,17893,-26.889611508109983
J.P. Martínez,72.9553,15.6244,1.75909,10.2652,8.13089,7.68027,26.3121,2.7302589999999998,0.214164,0.290957,0.335521,0.626478,69.77,-0.0418869,24451,-33.308896830076634
Jake Lamb,68.1751,14.9445,2.0731,8.47983,7.81527,7.8345,21.7284,0.0868844,0.219208,0.308012,0.355099,0.663111,81.6036,-0.0426308,13329,-24.28191660869005
David Dahl,43.3879,10.2448,1.01984,5.00815,4.92569,3.02621,10.8371,0.2134277,0.236122,0.288303,0.365088,0.653391,77.6189,-0.0447951,13744,-26.9254816096404
Joey Wendle,279.17,66.5694,3.16911,31.8031,25.5518,14.1318,60.5138,5.17394,0.238454,0.282749,0.340992,0.623741,69.1628,-0.0449759,13853,-24.71807363256337
Peyton Burdick,30.5604,6.02464,1.16733,3.64672,3.44807,2.85334,13.4013,0.5350777,0.197138,0.279264,0.362582,0.641846,74.1874,-0.0473164,25459,-35.62992068080106
Forrest Wall,72.9997,17.0293,1.10531,10.8381,7.037,7.0409,23.9723,6.9502999999999995,0.233279,0.307523,0.331972,0.639494,75.2327,-0.0477278,16496,-26.67661223632436
Bryce Johnson,71.9317,15.9978,1.34553,8.82521,6.84434,6.39195,23.6192,2.892369,0.222402,0.291927,0.33581,0.627737,72.8955,-0.0495788,20002,-32.34710208257118
Mason McCoy,21.883,4.34581,0.132864,2.79273,1.8097,1.65237,10.925,0.5115781,0.198593,0.258209,0.262436,0.520644,43.4986,-0.0497177,22232,-62.75899225100537
Cooper Hummel,30.9511,6.30323,0.614757,4.35164,2.80303,4.07911,10.5023,0.600641,0.203651,0.304527,0.326368,0.630895,77.0122,-0.0513082,19458,-35.60454967152156
Troy Johnston,79.5204,19.3058,1.98922,9.31851,9.79347,6.82524,19.1877,0.6880330000000001,0.242777,0.311031,0.371073,0.682103,85.4456,-0.05268,sa3010899,-16.57882709290069
Jesús Aguilar,104.446,23.7933,3.62175,10.7742,13.3804,8.709,27.1714,0.002783800000000003,0.227805,0.289999,0.37183,0.661829,84.5828,-0.0529329,11342,-22.395821667687073
Tomás Nido,37.9356,8.28276,0.267218,3.59411,3.48813,2.03631,10.5062,0.0108247,0.218337,0.259687,0.271933,0.53162,44.9105,-0.0573963,13755,-57.210333956773965
Greg Allen,25.6753,5.53364,0.499222,3.90021,2.64554,2.26093,8.32915,1.23171,0.215524,0.294039,0.312241,0.606279,69.1942,-0.0585211,16623,-39.88538718121143
Trey Mancini,141.129,34.4155,4.19578,17.9943,17.7442,13.3215,42.56,0.0020844,0.243858,0.314408,0.385438,0.699846,90.0891,-0.0609379,15149,-8.889328831720134
Zach DeLoach,50.9844,11.3082,1.39833,6.11898,5.71378,5.14957,19.2048,0.1297647,0.221798,0.296405,0.348026,0.644432,77.7735,-0.0680337,sa3014547,-29.695546132650744
Rafael Ortega,82.5492,17.9691,1.60517,10.0608,7.61821,9.89715,21.185,2.2491199999999996,0.217678,0.303906,0.321397,0.625303,74.5851,-0.0682806,10323,-31.99314871337399
Leury García,64.5341,15.9371,0.746342,7.63423,6.5057,3.7759,15.1059,0.42419300000000004,0.246957,0.292757,0.330548,0.623306,68.404,-0.0706367,5913,-30.95354479171661
Willie Calhoun,67.6906,16.4339,1.77056,9.08286,8.73192,6.56544,10.962,0.033802599999999995,0.242779,0.312056,0.360674,0.672729,84.8749,-0.0754434,17838,-18.876671680562637
Tim Locastro,57.8322,12.6464,1.24146,8.19018,5.27899,3.27324,16.6709,3.329098,0.218674,0.28353,0.332431,0.615961,69.8462,-0.0768622,15124,-36.44607836659256
Taylor Kohlwey,38.9951,8.62651,0.196211,4.33211,3.51659,3.81402,10.856,0.5263140000000001,0.22122,0.299216,0.288816,0.588032,65.5438,-0.0828471,19212,-42.458903571001144
Adam Engel,33.1791,6.89399,0.718148,4.10653,3.1645,2.40096,11.6843,0.9728110000000001,0.207781,0.272329,0.32232,0.594649,63.1287,-0.0829719,15082,-44.499086402162376
Wil Myers,146.212,34.0963,4.76603,17.8081,18.0131,13.8332,48.8421,1.258651,0.233197,0.300653,0.382115,0.682769,86.3089,-0.085697,10047,-14.088269317683325
Moisés Gómez,40.0565,8.14663,1.23669,4.57653,5.33482,2.82468,15.7073,0.2574424,0.203378,0.261626,0.348263,0.609889,64.7589,-0.0868572,sa875163,-42.187932647156686
P.J. Higgins,39.144,8.83994,0.990948,4.16361,4.36528,3.56962,11.0507,0.0188971,0.225831,0.295925,0.351314,0.64724,72.0079,-0.0893001,18433,-29.301029362211864
Dane Myers,63.0935,16.1406,1.46697,8.85252,7.91103,4.73584,17.5613,1.0393249999999998,0.255821,0.312692,0.363605,0.676297,84.5435,-0.0950403,22054,-16.69052759686581
Jonathan Araúz,48.7762,9.43835,1.21963,5.39603,5.96649,4.15203,13.558,0.013170800000000003,0.193503,0.258644,0.313213,0.571857,55.7238,-0.095121,20275,-51.31534545699897
Hunter Dozier,63.4794,14.1213,2.34689,7.71696,7.16031,5.79037,20.1695,0.44458,0.222455,0.28919,0.386541,0.675731,82.8854,-0.096792,15117,-22.468515917809228
Tyler Naquin,69.0431,15.6194,2.21194,8.10218,8.34248,4.57247,25.5891,0.535895,0.226227,0.280468,0.381234,0.661702,78.6146,-0.0981083,13359,-25.531039348699338
Brad Miller,88.298,18.7922,3.1001,10.1374,10.5438,10.0052,29.051,0.45809200000000005,0.212827,0.294667,0.365887,0.660554,80.9074,-0.0987275,12775,-25.06152374267862
Jared Walsh,194.95,42.8044,8.01199,23.6361,25.1938,17.6179,69.3888,0.33919,0.219566,0.291402,0.392489,0.68389,84.2067,-0.100262,18607,-12.706007153058017
Michael Siani,39.2548,8.32291,0.700234,5.45166,3.71987,4.1361,10.1831,1.483758,0.212023,0.290221,0.297225,0.587446,64.2019,-0.103758,22557,-43.793533110579766
Stone Garrett,299.572,71.1842,12.4645,39.1903,41.859,21.9676,99.525,4.38268,0.23762,0.293493,0.420548,0.714042,89.9454,-0.104293,19273,3.3409413708054023
Eddie Rosario,348.151,85.1836,12.8047,42.9454,47.8735,24.7212,84.0105,2.48201,0.244675,0.294825,0.409582,0.704407,89.5937,-0.105546,12155,4.010298727912684
Jose Barrero,84.4545,17.784,2.22815,10.549,9.96432,5.78783,32.0036,1.6691580000000004,0.210575,0.273067,0.340981,0.614049,61.3505,-0.110019,23378,-37.42276756960321
Adam Haseley,69.8908,15.9636,1.22792,7.77111,6.07753,5.00599,15.911,1.464534,0.228407,0.286766,0.326873,0.613639,68.8152,-0.110833,19878,-35.23130156646261
Tirso Ornelas,113.636,26.9088,2.59448,13.2307,12.6308,10.3694,29.317,0.5860259999999999,0.236799,0.30259,0.363716,0.666305,82.643,-0.117327,sa3004048,-19.69242120053232
Joey Meneses,529.299,138.006,13.7002,58.0845,64.6072,35.424,121.018,0.06348400000000001,0.260734,0.309409,0.394607,0.704015,89.3025,-0.117455,14366,12.36241054920764
Andrew Velazquez,74.7915,15.3406,1.815,10.2204,6.20103,5.52822,26.9013,5.316174999999999,0.205111,0.263066,0.322242,0.585308,56.9081,-0.123864,14196,-44.66249187822781
Nate Eaton,50.7124,10.7989,0.8651,6.07523,4.703,3.38288,15.6224,2.656457,0.212945,0.267067,0.318242,0.585309,59.1105,-0.12999,25055,-45.152898751032
Dylan Crews,176.063,40.0498,4.07696,20.2627,18.1189,13.4431,50.3163,2.1725199999999996,0.227475,0.293437,0.346872,0.640309,74.3088,-0.131065,sa3022882,-24.105426409110237
Luke Voit,136.232,30.1409,5.60546,16.9324,18.8511,15.1354,49.9641,0.791812,0.221247,0.30916,0.386838,0.695998,91.6423,-0.135654,14811,-12.003914592155128
Lewin Díaz,51.0049,10.505,1.94561,5.26148,6.09571,3.91385,14.2655,0.05757102,0.20596,0.26649,0.367881,0.634372,68.8491,-0.136433,18365,-35.6177324675593
Corey Julks,105.746,25.171,2.68177,14.012,12.2604,8.83928,28.182,3.585536,0.238034,0.302456,0.366655,0.669111,84.8125,-0.140281,20311,-18.63319659535535
Nick Pratto,194.431,41.7641,6.43174,25.2947,23.8717,22.2742,79.4203,0.939392,0.214801,0.302499,0.370459,0.672958,84.4393,-0.145394,22117,-15.569455335500294
Harold Castro,160.399,41.6435,1.91154,15.7192,17.2761,6.97594,37.2793,0.534338,0.259624,0.291362,0.347164,0.638526,72.6446,-0.147685,14691,-22.933325311015977
Derek Hill,38.7596,8.99088,0.930261,4.55367,3.21948,2.51204,10.9984,1.086083,0.231965,0.281295,0.350969,0.632264,70.5548,-0.150571,16947,-32.42549546736659
Mike Ford,160.025,34.203,7.5468,19.3795,21.9503,18.6042,49.7423,0.265768,0.213736,0.304265,0.39882,0.703085,92.4486,-0.150706,15585,-9.561053823808608
Eric Hosmer,116.315,29.078,2.82754,12.1502,14.4848,9.43302,24.6261,0.37858099999999995,0.249994,0.309122,0.369298,0.67842,85.026,-0.152692,3516,-14.72322855659267
Yuli Gurriel,189.622,48.4491,3.54208,21.4951,20.9659,13.2386,27.4568,1.251807,0.255504,0.305908,0.377533,0.683441,85.6143,-0.154408,19198,-10.296635141994566
Bligh Madris,43.8649,8.73844,0.75525,4.80962,4.15735,4.41214,12.5249,0.6052523999999999,0.199213,0.275923,0.303102,0.579025,60.8539,-0.154414,20054,-48.30919777769827
Cam Gallagher,75.6438,14.6728,0.956429,6.2142,6.53214,4.53198,22.4057,0.0548405,0.193972,0.242406,0.280388,0.522794,41.4851,-0.160849,12981,-62.22273061136927
Bobby Dalbec,215.32,47.2888,10.1269,28.4195,29.4244,19.8275,92.6131,2.449238,0.219621,0.293718,0.409045,0.702763,85.914,-0.163941,19966,-6.011230501097082
Jackie Bradley Jr.,112.489,23.1359,2.05831,12.0407,10.8182,8.16275,30.9146,0.8113139999999999,0.205673,0.267548,0.312435,0.579983,58.6574,-0.171439,12984,-45.01497713479766
Avisaíl García,304.159,72.7813,10.6035,35.2275,38.6838,21.5349,94.3402,3.5113600000000003,0.239287,0.298518,0.388777,0.687296,84.5531,-0.174321,5760,-3.410356769585152
Kole Calhoun,173.11,38.3213,5.43205,20.2077,21.862,14.235,49.0623,0.403026,0.22137,0.287208,0.368991,0.656199,78.1871,-0.175284,11200,-21.162922990058657
Oscar Colás,207.492,49.4414,6.4778,25.2443,23.0521,12.6237,58.9071,1.238886,0.238281,0.285567,0.377723,0.66329,78.8201,-0.179813,30162,-15.970097795108707
Corey Dickerson,164.267,41.6068,3.23086,17.9525,18.6315,9.33449,32.9521,0.318592,0.253288,0.296743,0.376846,0.67359,82.6069,-0.19516,10762,-14.78816184470569
Bradley Zimmer,57.1147,11.1497,1.07867,7.16991,4.77697,5.1332,23.8507,2.0143940000000002,0.195217,0.282558,0.291829,0.574387,45.0117,-0.210508,16221,-48.70157512200982
Jon Singleton,111.712,22.2333,4.1829,14.2168,14.3071,16.5485,36.7957,0.1698382,0.199023,0.302583,0.357368,0.659952,84.7129,-0.214077,10441,-24.54089918439318
Matthew Batten,154.382,33.9848,2.21886,18.5085,13.6384,15.6526,45.2593,3.1910999999999996,0.220135,0.295709,0.308672,0.604381,68.5525,-0.235275,20157,-33.848672681396835
Heliot Ramos,90.4672,21.2921,2.41591,11.184,10.1124,6.98619,28.4049,0.9956670000000001,0.235357,0.29557,0.364529,0.6601,80.5768,-0.244865,22515,-22.604775095239226
Jordyn Adams,86.2721,18.2711,1.27775,10.0246,7.25037,6.11769,31.3119,2.910461,0.211784,0.266881,0.3038,0.57068,54.4572,-0.253643,23788,-47.10497466216712
Cristian Pache,175.045,38.1326,3.86797,21.0895,18.1432,15.0764,52.2197,2.30735,0.217844,0.28389,0.344369,0.628259,70.1788,-0.266112,19948,-28.525102167405134
Cal Mitchell,233.68,54.7074,5.99618,25.3346,26.8154,17.8634,66.6598,1.9525660000000002,0.234113,0.293506,0.366583,0.66009,79.7539,-0.279744,22169,-15.898410717880681
Everson Pereira,61.4331,13.1791,1.64057,8.19885,7.78045,4.70821,22.3569,1.4117,0.214528,0.274785,0.350203,0.624988,70.0304,-0.292214,23695,-35.47829292451162
Deyvison De Los Santos,172.236,40.4327,4.70316,18.9468,20.1212,8.423,51.5944,0.829401,0.234751,0.273176,0.361755,0.634932,74.1364,-0.312322,sa3015168,-25.849252516155353
Hunter Goodman,320.766,79.6564,13.8624,42.1147,51.4092,22.9598,94.3387,1.7930730000000001,0.248332,0.30236,0.446649,0.749009,84.3652,-0.318391,29715,14.303600699863203
Mike Moustakas,255.547,57.4654,8.50464,29.241,32.1461,19.8861,69.3232,0.148161,0.224872,0.285814,0.374148,0.659963,78.1984,-0.332933,4892,-15.299324425037042
Michael Toglia,123.268,26.9796,4.40568,15.2685,14.8472,11.3025,41.4773,0.6291760000000001,0.21887,0.287964,0.385107,0.67307,66.3871,-0.351375,25845,-20.150065334365628
Juan Yepez,86.8253,20.6557,3.33325,9.93095,11.4765,6.0834,23.21,0.027016000000000012,0.237899,0.289763,0.402806,0.692568,85.109,-0.375782,18400,-15.47857745324466
