Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Rob Brantly","TBR",15.3248,55.6248,50.2681,11.3957,8.29897,2.24855,0.0506202,0.797608,5.06322,4.96961,3.44294,0.0310668,10.0246,1.66308,0.195019,0.0556005,0.908713,0.0913106,0.0377226,0.226699,0.0618959,0.180218,0.343451,0.296959,0.321046,0.276935,0.618005,0.0943463,2.2724,0.267353,-0.0757459,-0.100707,4.86317,-1.91438,71.9335,-0.176453,-0.274543,-2.078810140490532,0.9079282581806183,0.0719289,999,2.34508,0.941207,1.97482,"10655"
"Franchy Cordero",,25.9142,80.8717,73.2089,16.2933,9.50724,3.50042,0.208199,3.07748,10.0763,9.84654,6.68112,0.0836722,26.04,0.61336,0.144287,0.224109,0.825303,0.930798,0.174234,0.22256,0.0826137,0.321991,0.256572,0.29248,0.402173,0.301312,0.694653,0.179613,4.51536,0.29876,0.00131882,-0.0161955,8.70772,-1.14603,88.5479,-0.0148767,0,-1.1434198459610343,-0.8914433717727661,0.0714158,999,0.5506,5.18023,1.78555,"14567"
"Ernie Clement","TOR",20.1044,62.0607,57.4095,14.8559,10.9676,2.90504,0.130922,0.852312,6.91589,6.36049,3.41444,0.038328,6.62861,0.263502,0.435145,0.538197,0.80769,0.835394,0.163912,0.25877,0.0550177,0.106808,0.515106,0.301252,0.358472,0.288639,0.659724,0.0997017,4.31622,0.278049,-0.0744401,-0.0146554,6.02911,-1.53263,82.5049,-0.0890955,-0.312752,-1.390062041580677,-0.002498328685760498,0.0713984,999,3.96099,0.526536,1.99408,"20352"
"Korey Lee","CHW",53.8516,186.224,173.628,36.804,24.918,7.65634,0.266548,3.96313,17.7669,16.9917,10.3303,0.0990914,54.6929,1.24688,0.814136,0.204821,2.56539,2.52975,1.00908,0.211971,0.0554726,0.293695,0.188878,0.260088,0.327614,0.257636,0.587702,0.115643,4.0348,0.283635,0.102506,-0.200396,13.2964,-9.39389,58.7799,-0.0978902,-0.327465,-9.451521217823029,3.8277529180049896,0.0709065,679.4400024414062,3.16673,-1.15293,1.39095,"25543"
"Jeferson Quero","MIL",7.70471,24.6817,22.9233,5.56085,3.836,1.08424,0.0741316,0.566479,2.53959,2.69021,1.59236,0.0146457,5.2133,0.166073,0,0,0.455126,0.272271,0.0372096,0.242585,0.0645157,0.211221,0.305441,0.296547,0.370488,0.292051,0.667035,0.127902,4.16149,0.291328,-0.000226714,-0.0042441,2.46772,-0.539597,80.6922,-0.00447082,0,-0.594844572711736,0.45344096422195435,0.0697252,999,0.636373,-0.92733,2.10649,"sa3015407"
"Alan Trejo","COL",39.7336,137.969,127.719,31.4312,20.3052,7.14115,0.438499,3.54637,15.3145,15.3067,7.6445,0.107694,32.7001,1.3049,0.996977,0.30394,2.27294,2.0206,0.832438,0.246096,0.0554072,0.23701,0.233776,0.293324,0.392176,0.296526,0.6855,0.14608,4.373,0.301556,-0.0941307,-0.171814,14.3072,-2.50358,68.9696,-0.265945,0.597636,-5.569768786430359,1.568493664264679,0.069584,750,1.90493,-2.41006,1.6609,"20056"
"Emmanuel Rivera","ARI",62.7435,239.128,218.042,55.2787,36.7747,11.258,1.11505,6.13096,27.8489,27.4432,16.998,0.0685769,49.5097,1.94379,1.8884,0.256288,5.22671,1.06843,0.430298,0.253523,0.0710831,0.207042,0.343326,0.310712,0.399738,0.308564,0.710451,0.146215,3.663,0.299153,-0.00134357,-0.396707,27.188,-1.94842,91.7632,-0.398051,-0.701326,-2.8381547927856445,-4.63490092754364,0.0669494,748.6699829101562,3.59371,-0.854677,1.23905,"19890"
"Jake Cave","PHI",51.4659,187.394,169.282,39.0885,23.7083,8.73217,1.26289,5.38514,21.3543,20.912,13.9481,0.140739,52.5131,2.21315,1.37337,0.577762,2.55853,1.91334,0.564202,0.230908,0.074432,0.280228,0.265612,0.295744,0.392848,0.298771,0.688592,0.161939,4.94138,0.298904,-0.0501475,-0.161585,19.7819,-3.05096,84.897,-0.211732,0.3823,-3.717926174402237,-2.0003821849823,0.0662244,999,3.2946,1.13316,1.34968,"14477"
"Mark Mathias","CIN",14.6577,39.6429,35.1116,8.10019,5.28382,1.78774,0.0450995,0.98353,4.15091,4.25588,4.04675,0.0257651,10.4909,0.365289,0.119343,0,1.05684,1.37199,0.093495,0.230699,0.10208,0.264635,0.385739,0.315623,0.368218,0.302696,0.683841,0.13752,4.88584,0.299567,-0.163832,0.160427,4.31405,-0.516214,82.9457,-0.0034055,0,-0.8409679438918829,0.1456604152917862,0.0653037,999,0.687837,3.22221,2.05247,"18032"
"Brett Phillips","CHW",41.7259,109.938,96.9039,17.2285,10.1656,3.02683,0.636295,3.39974,12.8355,9.71845,10.8,0.032295,46.0421,0.732854,0.605456,0.895969,0.785748,3.87728,0.827087,0.177789,0.0982368,0.4188,0.234568,0.263763,0.327408,0.262115,0.591171,0.149619,6.90842,0.287694,0.00812839,0.259421,8.25861,-5.13671,61.8331,0.267549,2.93648,-4.845395773649216,1.724640965461731,0.0617303,999,3.30569,-1.94797,1.65057,"14735"
"Kyle Stowers","BAL",12.8699,43.5405,39.1264,8.74585,5.03137,1.81854,0.0931238,1.80282,4.96245,4.9481,3.86421,0.0322019,13.588,0.43807,0.0717528,0.0400623,0.915635,0.233897,0.0608388,0.223528,0.0887497,0.312076,0.284385,0.299954,0.412997,0.309331,0.712951,0.189469,3.41532,0.291633,-0.0341154,-0.0505682,4.97812,-0.327041,97.7504,-0.0846836,-0.0640991,-0.20204583555459976,-0.6599280685186386,0.0615609,746.9600219726562,3.42009,1.71161,1.98859,"26151"
"Israel Pineda","WSN",7.69459,26.3027,24.4827,5.30328,3.1124,1.09471,0.0416574,1.0545,2.39503,2.52532,1.64748,0.0183555,7.62246,0.17247,0,0,0.199902,0.0504622,0.0202389,0.216613,0.0626355,0.289798,0.216135,0.270817,0.393943,0.28709,0.664761,0.17733,2.14107,0.268811,0.0111594,-0.0363129,2.52144,-0.683392,77.2082,-0.0251536,0,-0.7678257115185261,0.4832211136817932,0.0609509,999,0.334458,-0.592872,2.08306,"22906"
"Jose Herrera","ARI",29.3398,97.1864,85.9713,18.3452,13.5968,3.73169,0.109201,0.907501,9.61937,7.37774,8.79937,0.0621838,22.9581,0.418417,0.363872,1.63345,1.72129,0.512915,0.0432115,0.213387,0.0905412,0.236228,0.383279,0.288458,0.291001,0.261963,0.579459,0.0776142,3.21829,0.279139,-0.131439,-0.0909656,7.28839,-4.55321,60.5227,-0.222405,0.00800205,-4.975441589951515,2.271874198690057,0.0604779,999,2.82007,0.688556,1.78192,"17040"
"Vinny Capra","MIL",11.0394,34.2657,30.3777,7.2955,4.94052,1.77368,0.0607058,0.520593,3.97342,3.14469,3.27602,0.0138005,7.30944,0.182598,0.0418341,0.387548,0.427808,0.291475,0.0663152,0.24016,0.0956065,0.213316,0.448191,0.317435,0.353956,0.298471,0.671391,0.113796,3.82193,0.299914,-0.0282572,-0.0343053,3.60867,-0.566407,84.9964,-0.0625626,-0.0359027,-0.6994639933109283,0.13445893675088882,0.0600346,999,3.51674,0.912469,2.06679,"25040"
"Tyler Fitzgerald","SFG",9.4496,35.4127,32.8371,7.21953,4.51989,1.5522,0.0716123,1.07582,3.69878,3.51773,2.29336,0.0208745,10.8594,0.189269,0.0483781,0.0445898,0.481471,1.35204,0.134116,0.219859,0.064761,0.306654,0.211186,0.274319,0.369777,0.28027,0.644096,0.149918,5.51146,0.293252,-0.13353,0.160006,3.19416,-1.12067,74.2067,0.0264753,0.336808,-1.086543194949627,0.4826355427503586,0.0599043,749.1300048828125,3.15732,-0.402806,2.06171,"26208"
"Michael Chavis","SEA",45.0676,149.202,139.25,31.7347,21.2294,5.59959,0.43702,4.46864,16.3448,16.5376,7.41442,0.0606933,46.4353,1.4648,1.0027,0.0698473,2.85491,1.04323,0.25495,0.227897,0.0496939,0.311225,0.159672,0.272335,0.370659,0.278541,0.642994,0.142762,3.96953,0.305164,-0.133145,-0.130486,13.2434,-4.93592,78.3914,-0.263631,-0.903468,-4.126712679862976,-0.35525423288345337,0.0585633,999,2.22688,0.152259,1.50715,"17321"
"David Hamilton","BOS",9.27566,30.0139,26.9918,6.02042,4.36603,0.932907,0.0924833,0.629,3.87136,2.95176,2.84709,0.011979,7.59776,0.0948786,0.0430765,0.0369967,0.299139,1.53968,0.255801,0.223046,0.0948592,0.253142,0.374728,0.298977,0.334371,0.282364,0.633348,0.111325,6.30423,0.286654,-0.0258401,0.143751,2.75939,-0.897625,70.5753,0.117911,0.364072,-0.9402862563729286,0.5072143822908401,0.0585018,749.7999877929688,2.61695,-0.184508,2.08355,"27531"
"Drew Romo","COL",11.2336,41.9433,39.0385,9.90338,6.85389,1.9491,0.104461,0.995932,4.47696,4.57745,2.45262,0.0372094,8.194,0.175663,0.212313,0.0641707,0.84216,0.828283,0.126863,0.253682,0.0584745,0.195359,0.299318,0.299234,0.385496,0.29734,0.68473,0.131814,4.52729,0.296313,-0.100907,0.0393357,4.37782,-0.732731,69.5155,-0.0615711,-0.0653088,-1.6455894522368908,0.8014851063489914,0.0582787,999,1.38145,-0.322219,2.05841,"sa3014522"
"Austin Shenton","TBR",7.30276,29.5528,26.2076,5.90341,3.46119,1.69103,0.0368025,0.714379,3.50467,3.65939,3.04675,0.0374529,9.06225,0.20214,0.0506377,0.0456895,0.599688,0.0514996,0.0141332,0.225256,0.103095,0.306646,0.336202,0.310173,0.374365,0.301606,0.684537,0.149109,2.52875,0.314838,-0.0143426,-0.0470788,3.18927,-0.411561,88.7486,-0.0614213,-0.0680355,-0.4665936194360256,0.044661425054073334,0.0581727,999,3.82693,1.55771,2.05044,"sa3009869"
"Danny Mendick","CHW",24.2203,71.6996,65.3883,15.5328,11.3262,2.7767,0.0607826,1.36911,7.77008,6.57867,5.18478,0.0121142,14.3491,0.651967,0.259285,0.215181,1.26341,1.08032,0.272714,0.237547,0.0723126,0.200128,0.361331,0.29894,0.344685,0.284887,0.643625,0.107138,4.00072,0.283674,-0.0825891,-0.0311912,6.7421,-1.99407,77.3536,-0.11378,0.0490861,-2.0923502519726753,0.23597108200192451,0.0581005,999,3.70728,2.7407,1.92859,"18889"
"Leo Jimenez","TOR",7.12265,28.3343,25.2615,6.092,4.58429,1.13286,0.0343407,0.340503,3.20175,2.96582,2.26261,0.0128459,5.57,0.721187,0.0458283,0.0431589,0.727612,0.156696,0.0508584,0.241158,0.0798542,0.196582,0.406214,0.3208,0.329159,0.292815,0.64996,0.0880016,3.25053,0.296518,0.00218529,-0.0483411,2.8509,-0.601465,85.3994,-0.0461558,-0.00912523,-0.5418521054089069,0.15575096663087606,0.0574951,999,1.85709,-0.168429,2.08539,"sa3006891"
"DJ Stewart","NYM",69.6913,260.402,227.497,49.4094,28.4576,8.92343,0.490086,11.5383,29.3451,31.6865,26.1465,0.583507,75.9952,4.80931,1.25107,0.697653,3.54721,1.54238,0.457876,0.217187,0.100408,0.291838,0.344055,0.309449,0.412875,0.31409,0.722324,0.195688,3.1198,0.268181,-0.123325,-0.338076,30.8018,-0.926663,97.257,-0.461402,-0.576127,-1.3317705392837524,-6.950331687927246,0.0574453,639.4400024414062,3.62863,0.0955039,0.933854,"17766"
"Victor Scott II","STL",8.83459,35.0767,32.3194,7.84531,5.67957,1.39763,0.428545,0.339556,4.21301,3.13229,2.10306,0.0212172,6.70705,0.543922,0.0568194,0.0535061,0.725835,2.35671,0.42174,0.242743,0.059956,0.191211,0.313559,0.299581,0.344026,0.284191,0.643607,0.101283,8.00008,0.296324,-0.104234,0.22934,3.27807,-0.995821,76.879,0.125107,0.103016,-0.8631314784288406,0.2393520101904869,0.0567828,999,1.53634,0.0390832,2.1088,"sa3019838"
"Damiano Palmegiani","TOR",6.79375,26.4156,23.8198,5.11219,2.90485,1.21189,0.0194149,0.976037,2.70623,3.0741,2.29551,0.00317942,7.71397,0.216092,0.04336,0.040841,0.380305,0.090777,0.0271889,0.21462,0.0868999,0.292024,0.297578,0.289057,0.390055,0.296137,0.679112,0.175435,2.45899,0.272597,-0.00356303,-0.0350303,2.73073,-0.487856,87.702,-0.0385934,-0.0133597,-0.42784231156110764,0.08369929250329733,0.0551786,999,2.53741,-0.320498,2.0687,"sa3017326"
"Matt Shaw","CHC",9.29277,36.4356,34.3183,9.01174,6.4369,1.40575,0.0413726,1.12771,4.23889,4.58622,1.62002,0.0428623,7.10378,0.313057,0.0802231,0.104023,0,1.36349,0.215845,0.262593,0.0444625,0.194968,0.22805,0.301248,0.404548,0.305302,0.705796,0.141955,5.10784,0.301296,-0.125345,0.117434,4.04387,-0.39559,91.2673,-0.00791169,-0.441927,-0.3956244923174381,-0.29851993918418884,0.0543758,999,2.23885,0.96942,2.08556,"sa3022615"
"Christian Arroyo","MIL",33.9571,110.308,103.011,25.1891,17.3414,5.49275,0.184727,2.17027,10.537,10.5546,4.76362,0.143427,22.3822,1.30366,0.833632,0.395922,2.53546,1.28428,0.293527,0.244528,0.0431846,0.202906,0.212831,0.284376,0.364641,0.281837,0.649016,0.120113,3.91553,0.290303,-0.0155166,-0.0462966,10.0932,-3.34723,73.8454,-0.0618132,0,-3.6359778456389904,0.405306339263916,0.0524815,999,4.49204,-0.653086,1.81467,"16434"
"Jo Adell","LAA",68.6214,268.357,245.946,55.1379,31.921,11.4255,1.17615,10.6152,31.8116,32.7761,17.7146,0.734007,90.6299,2.98198,1.24966,0.464875,3.9443,4.07633,1.252,0.224187,0.0660114,0.337722,0.195461,0.283079,0.409689,0.297513,0.692768,0.185502,5.12625,0.305054,-0.096515,-0.112946,28.0483,-4.64945,85.3405,-0.209461,0.188572,-4.923192545771599,-3.6779062151908875,0.0515092,562.6699829101562,4.92812,-1.10605,0.934584,"20220"
"Joey Bart","SFG",22.9084,82.4132,75.2431,16.3824,12.3625,2.25023,0.0662974,1.70337,8.12149,7.45365,5.73526,0.00303176,26.7489,1.13652,0.221748,0.0765461,1.1287,0.19925,0.0713701,0.217727,0.0695915,0.324571,0.214411,0.282428,0.317309,0.267704,0.599738,0.0995828,2.50746,0.312237,-0.0451394,-0.138453,6.57345,-3.46812,65.6423,-0.183593,-0.432797,-3.6338951885700226,1.3348250687122345,0.0502984,743.2899780273438,3.80174,0.970872,1.82812,"21524"
"Zach Remillard",,23.1405,83.6837,74.9254,16.9904,12.6276,3.14758,0.0572904,1.15795,8.79037,6.73956,6.25476,0.149504,22.2322,1.28685,0.298984,0.917791,1.45407,2.20314,0.602132,0.226764,0.0747428,0.26567,0.281337,0.296402,0.316667,0.27419,0.613069,0.0899029,4.62754,0.305444,-0.0203068,0.0322273,7.12552,-3.07085,70.0625,0.0119205,0.337904,-3.040840349160135,0.6950107514858246,0.0499456,999,2.24008,-0.473214,1.8977,"19788"
"Tyler Wade","SDP",39.6184,90.9502,82.4499,18.7218,14.0984,3.42755,0.414735,0.781111,10.8735,5.75121,6.85736,0.0825984,21.8604,0.747586,0,0.895327,1.02348,6.22001,1.21697,0.227069,0.0753969,0.240356,0.313689,0.292341,0.307122,0.268737,0.599463,0.0800529,6.97346,0.29997,0.197423,0.563754,7.33236,-3.74939,66.3459,0.761178,-0.629869,-2.968552052974701,0.37266790866851807,0.0496595,999,1.72594,-0.569507,1.97506,"15730"
"Hanser Alberto",,31.8924,108.09,101.744,25.7871,17.977,5.38989,0.480144,1.94009,10.9483,11.6654,3.37625,0.0351687,15.8855,1.12749,0.752837,1.0898,1.90728,0.664314,0.294828,0.253452,0.0312355,0.146966,0.212536,0.283091,0.37307,0.283776,0.656162,0.119619,3.66326,0.281644,0.023957,-0.164523,10.0642,-3.10591,76.5962,-0.140566,-0.455339,-3.223105326294899,0.03682821989059448,0.0489274,999,1.14927,-0.133429,1.81184,"11902"
"Andy Pages","LAD",12.9607,41.5642,37.0446,8.39196,5.02968,2.09164,0.0892384,1.1814,5.22846,5.16045,3.81193,0.130232,11.2594,0.707662,0,0,0.263605,0.155763,0.0696714,0.226536,0.0917118,0.270893,0.338554,0.310641,0.383491,0.304675,0.694132,0.156955,3.29924,0.293067,0.0667675,-0.070829,4.59145,-0.472907,90.8401,-0.00406148,0,-0.46798287937417626,-0.45815926790237427,0.0486385,999,0.418622,1.57615,1.98544,"sa3005625"
"Terrin Vavra","BAL",22.1544,52.0705,45.7673,11.1244,8.15078,2.15066,0.107832,0.715115,6.07372,4.94804,4.92921,0.0336361,10.8895,0.506761,0.283158,0.584005,1.81356,0.867264,0.108672,0.243064,0.0946641,0.20913,0.452657,0.321645,0.341642,0.296298,0.663287,0.0985783,4.59472,0.302192,-0.0362632,0.0231564,5.38976,-0.95472,88.7169,-0.0131068,0,-0.7170710870996118,-0.5739691257476807,0.0476748,999,1.37839,-0.0614449,2.00625,"24400"
"Brady House","WSN",9.27561,36.8414,34.4234,8.42166,5.89383,1.63432,0.0410049,0.852505,3.95995,3.90997,1.8261,0.0135279,10.1137,0.476015,0.0596936,0.0562127,0.756582,0.146826,0.0588506,0.24465,0.0495665,0.27452,0.180557,0.291525,0.368805,0.288647,0.66033,0.124155,2.87964,0.321861,0.0108993,-0.0585209,3.57933,-0.909574,78.2518,-0.0476216,0.094766,-1.0402283631265163,0.23790814727544785,0.0451178,999,2.55617,-0.994803,2.05424,"sa3017694"
"Kyle Lewis",,22.7085,87.4144,78.04,17.9161,11.7557,3.28488,0.0465847,2.82887,9.66271,9.93777,8.08379,2.39e-7,25.3979,0.716544,0.510904,0.0632073,1.28094,0.0657363,0.052698,0.229575,0.0924767,0.290545,0.318287,0.30585,0.381609,0.30164,0.687459,0.152033,1.70291,0.2998,-0.0240838,-0.167482,9.43604,-1.2149,88.7717,-0.191566,-0.0828041,-1.3875705003738403,-1.1341245472431183,0.0450637,999,2.82293,-0.96325,1.78637,"19508"
"Gilberto Celestino","PIT",15.3465,57.7863,51.6591,12.326,8.64467,2.89446,0.0894336,0.697422,5.40219,4.85647,5.6465,0.0479287,12.1273,0.280505,0.078655,0.121624,1.30091,0.567655,0.112964,0.238603,0.0977134,0.209865,0.465602,0.316537,0.338597,0.292744,0.655133,0.099994,3.51787,0.298835,-0.114665,-0.0460557,5.81087,-1.23006,79.9898,-0.160721,-0.161177,-1.593220740556717,0.07565063238143921,0.0449295,999,3.09444,0.384422,2.00133,"20233"
"Oliver Dunn","MIL",5.99128,23.9967,21.1398,4.47956,2.76581,0.939435,0.0405883,0.733718,2.74344,2.37691,2.66145,0.0303651,7.86316,0.1194,0.0391482,0.0368589,0.522635,0.284162,0.0671114,0.211901,0.110909,0.327677,0.33847,0.303024,0.364304,0.295082,0.667327,0.152403,3.94522,0.297711,-0.0136719,-0.0139976,2.45964,-0.464217,82.724,-0.0276695,0.061998,-0.5412548594176769,0.15445607900619507,0.0429286,999,1.99015,-0.508943,2.08552,"sa3010595"
"David Fletcher","ATL",37.4832,142.991,133.851,35.2387,28.3614,5.78506,0.324111,0.768122,15.5549,11.8717,6.95984,0.279859,13.0632,0.747443,0.331558,1.10106,3.29669,1.64299,0.555973,0.263268,0.0486733,0.0913567,0.532783,0.302671,0.328547,0.278683,0.631218,0.0652789,4.04543,0.286417,0.0183827,-0.181823,12.7091,-4.71352,70.5464,-0.16344,-0.307744,-5.380981549620628,0.931778609752655,0.0419722,999,2.84243,-0.950173,1.7993,"17992"
"Nasim Nuñez","WSN",34.4491,141.216,124.586,27.5953,21.4897,4.66319,0.60759,0.834832,15.3324,9.69114,14.1538,0.0491891,31.5283,0.730958,0.887064,0.857973,2.57976,7.37621,1.503,0.221495,0.100228,0.223263,0.448923,0.302654,0.288781,0.268962,0.591435,0.0672856,6.2111,0.287406,-0.341586,0.560966,11.4112,-5.7952,65.055,0.21938,0.616295,-5.894089251756668,1.5023322105407715,0.0416729,999,3.37173,-0.97355,1.80709,"sa3010695"
"Nick Martini","CIN",26.7238,93.1198,82.1232,19.832,12.9713,3.40896,0.197748,3.25399,10.9321,11.1455,8.71811,0.105895,21.5612,1.54529,0.660607,0.0726265,1.56114,0.203086,0.0642674,0.241491,0.0936225,0.231543,0.404342,0.323442,0.406687,0.318849,0.730129,0.165196,2.63832,0.285983,-0.13007,-0.164719,11.3828,0.0367174,93.7751,-0.294789,-0.0390783,-1.0129059851169586,-1.7476123794913292,0.0409877,749.4000244140625,4.37018,-0.0739306,1.77794,"12005"
"Alika Williams","PIT",19.0078,63.3674,57.4947,13.1906,9.53507,2.70034,0.0754401,0.879769,6.32036,5.6921,4.79127,0.0167838,15.2527,0.75938,0.092381,0.229716,0.996728,0.386729,0.124124,0.229424,0.075611,0.240703,0.314126,0.296832,0.32492,0.277706,0.621752,0.0954964,3.10163,0.296972,-0.0320981,-0.0911523,5.58066,-2.14029,69.9082,-0.12325,0.145526,-2.4855369701981544,0.7321871370077133,0.0403729,999,3.79089,0.0652998,1.94396,"27604"
"Aaron Hicks","LAA",96.5728,373.264,321.12,72.8056,50.6164,12.0095,1.35762,8.82213,45.2173,36.5514,47.0828,1.17934,87.387,2.23749,2.11708,0.706293,6.07055,6.23203,1.73285,0.226724,0.126138,0.234116,0.538785,0.327804,0.354997,0.304237,0.682801,0.128273,4.72956,0.281831,0.118102,-0.245929,41.0973,-4.38274,90.0007,-0.127826,-1.71368,-4.599983260035515,-7.6972105503082275,0.0383676,617.8200073242188,2.79325,-1.35286,0.692049,"5297"
"Tyler Soderstrom","OAK",85.8077,321.168,295.063,64.2914,41.2433,12.0528,1.08423,9.91098,30.1599,35.5797,20.6268,0.684284,92.2982,2.30483,2.42683,0.746581,7.77607,0.775381,0.327231,0.21789,0.0642242,0.287383,0.223479,0.272213,0.366856,0.276804,0.63907,0.148966,2.74411,0.278473,-0.112185,-0.472244,28.0443,-11.0882,77.5448,-0.584429,-2.15009,-9.225776314735413,-1.307421624660492,0.0377684,500.0199890136719,2.61435,-1.15822,0.763409,"27467"
"Óscar Mercado","SDP",41.5434,129.544,118.714,26.9283,17.6573,5.62393,0.770345,2.87674,14.7608,13.2549,8.28739,0.00880788,29.9887,1.50508,0.784045,0.252693,1.57808,5.07946,1.27222,0.226833,0.0639738,0.231495,0.276351,0.284017,0.359882,0.281599,0.643899,0.133049,6.33072,0.277626,-0.0185565,0.267477,11.8275,-3.9566,75.1123,0.248921,-0.477344,-3.6796730309724808,-0.349123552441597,0.0376867,999,4.31279,2.85564,1.70708,"16375"
"Gavin Sheets","CHW",82.3667,317.91,279.243,64.9283,42.1292,12.3777,0.318319,10.1031,28.0131,35.525,34.0179,0.820642,63.1063,1.91971,2.45381,0.275471,5.7319,0.850091,0.316053,0.232515,0.107005,0.198504,0.539057,0.317553,0.387662,0.308756,0.705215,0.155146,1.82906,0.262966,-0.332821,-0.558572,36.1959,-2.53962,93.6216,-0.891393,-0.873096,-3.362284302711487,-7.083280146121979,0.0367862,682.8699951171875,2.59838,0.411806,0.922046,"19901"
"Andrew Stevenson",,27.5499,53.4037,49.0817,12.0082,8.60935,2.28031,0.161301,0.957244,6.60354,4.76598,3.34222,0.0582296,14.3964,0.824058,0.0447927,0.110981,0.661069,2.87247,0.322511,0.244658,0.062584,0.269578,0.232156,0.303502,0.356199,0.290964,0.659702,0.111541,6.53477,0.327215,-0.174351,0.34038,5.29119,-1.21574,84.0131,0.166029,0,-0.856956347823143,-0.5886655449867249,0.0367774,999,2.66058,-0.177625,2.04403,"17932"
"Josh Harrison",,33.1315,121.437,110.483,27.4763,20.0249,5.47285,0.269071,1.70951,12.8235,11.6241,6.14691,0.00749589,21.8046,3.8205,0.660964,0.32611,2.24925,0.639901,0.346804,0.248693,0.050618,0.179554,0.281909,0.309168,0.349519,0.292096,0.658687,0.100826,3.33936,0.294042,-0.125597,-0.249435,12.1461,-2.6503,82.2669,-0.375031,-1.28794,-2.9990823566913605,-0.776650607585907,0.035424,999,6.85768,0.0283151,1.75804,"8202"
"Kevin Pillar",,53.3673,180.763,169.174,39.3209,23.8051,8.13344,0.738693,6.64373,21.6206,22.7044,7.932,0.0348027,41.909,2.28348,1.14342,0.230117,3.18248,2.90108,0.841087,0.232429,0.0438807,0.231846,0.189267,0.27439,0.407054,0.292258,0.681445,0.174625,5.15785,0.268364,-0.0358875,-0.0366528,18.1042,-3.92072,82.3774,-0.0725403,0.2566,-3.9541838318109512,-1.8611483871936798,0.0332799,999,2.78972,2.50799,1.35014,"12434"
"Nathan Lukes","TOR",34.6347,80.1913,73.0116,18.4522,13.3463,4.11415,0.133385,0.858362,8.80396,7.60898,5.40663,0.130537,15.5151,0.889215,0.801602,0.0822771,1.8616,1.0442,0.17956,0.252729,0.0674216,0.193476,0.348476,0.308929,0.348002,0.289357,0.656931,0.0952727,4.29274,0.3063,-0.104724,-0.0172872,7.83827,-1.93258,83.0024,-0.122011,0.32426,-1.7552415058016777,-0.6378146708011627,0.0330576,999,3.57252,1.30718,1.92878,"18123"
"Chadwick Tromp","ATL",6.75934,24.1261,22.2511,4.79519,3.003,1.11406,0.0127324,0.665398,2.54206,2.61714,1.73825,0.000887363,6.23434,0.0882044,0.0282412,0.0203103,0.218766,0.0349494,0.0147003,0.215504,0.0720484,0.258406,0.278818,0.274691,0.356428,0.276394,0.631119,0.140924,2.08857,0.268524,-0.0207016,-0.0364195,2.09847,-0.841161,69.0116,-0.0571211,-0.0295575,-0.983322162181139,0.491996169090271,0.0329449,999,3.2649,1.28189,2.08116,"16953"
"Blaze Alexander","ARI",6.62639,22.3993,20.3642,4.55775,3.26102,0.701598,0.0388239,0.556304,2.84313,2.60879,1.77584,0.00358676,7.23753,0.188224,0.0365426,0.0344475,0.181441,0.165514,0.0478443,0.223811,0.0792812,0.323114,0.245366,0.29161,0.34403,0.281574,0.63564,0.120219,4.0071,0.3174,-0.0108925,-0.0273236,2.04464,-0.684587,73.6699,-0.0382161,0.0294554,-0.7688594497740269,0.3362325672060251,0.0329335,999,2.64341,0.06918,2.08781,"sa3007742"
"Wenceel Pérez","DET",6.09836,25.2161,22.8532,5.58653,3.96066,1.35873,0.0431756,0.223972,3.39058,2.21479,2.15259,0.00984842,4.55544,0.0830579,0.055439,0.0718687,0,0.358239,0.129938,0.244453,0.0853657,0.180656,0.472532,0.311092,0.337088,0.288584,0.64818,0.0926347,4.61299,0.295797,0.00524918,-0.0308635,2.44857,-0.62387,80.7804,-0.0256143,-0.0460476,-0.6063176076859236,0.048062779009342194,0.0297641,999,2.64405,0.756051,2.10286,"sa3003326"
"Billy McKinney","PIT",18.3533,62.1791,55.2948,12.185,7.69765,2.40806,0.146387,1.93287,6.56238,6.94402,6.18407,0.190546,16.6673,0.374991,0.285703,0.0395181,0.664324,0.242175,0.0570721,0.220364,0.0994559,0.268053,0.371031,0.301644,0.374075,0.295969,0.67572,0.153712,3.10855,0.277231,-0.079249,-0.0840356,6.41914,-1.15702,84.9066,-0.163285,0.164115,-1.3068635612726212,-0.521280363202095,0.0286213,999,2.22521,-0.796438,1.90036,"15654"
"Jake Marisnick","LAA",16.3831,48.8663,44.8718,10.1984,6.5273,2.34552,0.185963,1.13961,5.16683,4.64228,2.86871,0.0511105,14.299,0.647511,0.179346,0.298918,1.11656,1.0342,0.265038,0.227278,0.0587052,0.292615,0.200623,0.282383,0.36403,0.282057,0.646413,0.136751,5.23304,0.30591,-0.0510678,0.0179804,4.48017,-1.47391,74.6275,-0.0330874,0.397118,-1.5186999030411243,0.14429205656051636,0.0285059,999,3.83947,-0.0737251,2.00515,"11339"
