Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jordan Montgomery",,10.2279,8.39928,12.3978,3.84252,28.2061,28.2061,0,0.0129879,168.257,699.922,161.055,78.0836,71.8369,20.7268,45.5098,0.553687,5.41159,152.696,8.16762,2.4343,3.35523,1.10867,0.218161,0.0650211,0.15313968807458878,0.248159,1.22767,0.295069,0.723645,,,3.94934,2.94566,3.09582,149.39999389648438,2.39795,0.167032,0.693959,"16511"
"Shane Bieber","CLE",10.4048,8.32232,14.0916,3.78797,27.0475,27.0475,0,0,169.935,700.11,159.909,77.7427,71.5233,20.877,43.8989,0.495165,5.07871,160.479,8.49919,2.32495,3.65565,1.10567,0.229219,0.0627028,0.16651667654514313,0.245586,1.19933,0.295953,0.722105,,,3.82805,2.91858,2.95989,170.5800018310547,2.79352,-0.121966,0.691207,"19427"
"Blake Snell",,11.158,8.16738,13.0998,3.48891,28.6232,27.7528,0,0.222894,152.406,638.826,118.612,64.2188,59.0813,16.8534,74.22,0.662225,4.0159,193.21,11.4096,4.38289,2.60321,0.995241,0.302446,0.116182,0.18626395612955093,0.211584,1.26525,0.290302,0.759958,,,3.69716,2.91708,3.48463,66.4000015258789,4.10689,-0.795397,1.22731,"13543"
"Bobby Miller","LAD",11.8946,7.00193,10.3174,3.82801,26.4461,26.4461,0,0,152.072,623.048,132.626,70.3061,64.6816,17.9364,42.1894,1.47941,7.22312,149.409,8.84237,2.49687,3.54138,1.06152,0.239803,0.0677146,0.1720881462097168,0.231203,1.14956,0.282285,0.698105,,,3.79816,2.81174,2.8604,999,3.15197,0.160737,0.902902,"27483"
"Dylan Cease","CHW",9.57765,9.45234,12.3407,4.01429,30.3007,30.3007,0,0,173.639,736.022,150.151,84.1833,77.4487,22.6017,74.8613,1.91076,7.45631,200.793,10.4074,3.88019,2.6822,1.17149,0.272808,0.101711,0.17109766602516174,0.229693,1.29586,0.296413,0.728288,,,4.05664,2.77398,2.87149,106.52999877929688,2.28591,-1.29823,1.35777,"18525"
"Tanner Bibee","CLE",10.6849,7.58975,11.6209,3.7576,27.959,27.959,0,0,164.367,682.323,148.391,74.5923,68.6249,21.2457,49.9419,1.01723,6.3646,167.842,9.19028,2.7346,3.36074,1.16332,0.245986,0.073194,0.1727917641401291,0.237041,1.20665,0.290999,0.733979,,,3.92081,2.73928,2.88065,107.19999694824219,5.58139,0.897955,0.749787,"30134"
"Cole Ragans","KCR",9.60297,9.39473,11.0532,3.90313,27.3895,27.3895,0,0.0145411,159.082,670.24,138.14,74.9903,68.9911,17.8745,65.4668,2.3819,4.87144,170.432,9.64209,3.70375,2.60333,1.01124,0.254285,0.0976767,0.15660831332206726,0.230271,1.27988,0.292194,0.720208,,,3.89948,2.71879,2.80637,109.55999755859375,3.61447,0.222184,0.974408,"21846"
"Joe Musgrove","SDP",10.5063,7.2538,13.1875,3.59655,25.8436,25.8436,0,0,156.547,644.578,139.977,67.9986,62.5587,19.5723,39.4248,1.53488,11.1896,155.762,8.9549,2.26656,3.95087,1.12523,0.24165,0.0611638,0.180486511439085,0.235667,1.146,0.287618,0.732914,,,3.86035,2.71573,3.4145,97.29000091552734,3.08929,0.400822,0.817385,"12970"
"Grayson Rodriguez","BAL",10.0787,7.48178,10.3939,3.73803,27.5239,27.5239,0,0,153.294,632.346,131.73,69.2049,63.6685,18.2436,50.783,0.68802,5.28006,164.806,9.6759,2.98151,3.2453,1.07109,0.260627,0.080309,0.1803176924586296,0.228587,1.19061,0.2886,0.721837,,,3.74915,2.68249,2.77587,999,3.96099,0.0541725,0.684725,"24492"
"Eduardo Rodriguez","ARI",11.9583,9.42482,12.2116,3.91887,27.9776,27.9776,0,0,162.671,683.718,154.001,76.9911,70.8318,19.335,53.3148,0.559825,4.65614,153.704,8.50391,2.94972,2.88296,1.06974,0.224807,0.0779777,0.14682883769273758,0.246108,1.27445,0.297469,0.723035,,,3.97956,2.66264,2.95656,196.4199981689453,2.45829,0.270101,1.09852,"13164"
"Braxton Garrett","MIA",8.76537,8.65673,10.4758,3.85147,28.4699,28.4699,0,0,156.751,657.984,153.273,72.9133,67.0802,19.6083,40.6735,1.6579,9.4602,153.103,8.79053,2.3353,3.76419,1.12583,0.232685,0.0618153,0.1708693467080593,0.252155,1.23729,0.307176,0.726948,,,3.88727,2.61962,2.98531,182.9600067138672,2.60417,-0.493441,0.5967,"21844"
"Joe Ryan","MIN",10.6775,8.90507,11.6529,4.00091,28.0142,28.0142,0,0,163.266,666.265,143.551,78.8905,72.5793,25.8109,41.972,0.536923,7.27014,181.195,9.98833,2.31369,4.31705,1.42282,0.271957,0.0629959,0.20896071940660477,0.232651,1.13632,0.287159,0.713796,,,3.99541,2.56733,2.45865,85.4000015258789,1.8325,-0.123076,1.10365,"21390"
"Kyle Bradish","BAL",11.4601,8.091,12.6573,3.70442,28.6455,28.6455,0,0,166.094,690.836,149.716,74.3095,68.3648,19.5775,52.1195,0.67143,7.32704,162.968,8.83061,2.82415,3.12682,1.06083,0.2359,0.0754441,0.16045591980218887,0.237121,1.21518,0.289941,0.731113,,,3.89872,2.56078,3.10588,103.7300033569336,2.69258,-0.365246,0.823666,"24586"
"Chris Bassitt","TOR",12.2301,9.84024,14.5259,4.01142,28.9179,28.9179,0,0,180.143,752.659,166.845,87.274,80.2921,24.6598,52.5743,1.28123,10.8248,161.678,8.07749,2.62663,3.07523,1.23201,0.214809,0.0698514,0.14495795965194702,0.242064,1.21803,0.282719,0.714703,,,4.29543,2.55075,2.73098,137.1300048828125,4.13299,-0.265862,1.03923,"12304"
"Michael King","SDP",8.48029,7.1247,7.7141,3.58652,31.1426,23.0184,0.223713,0.773691,132.659,550.801,114.993,57.4618,52.8649,15.5709,44.8225,2.38505,6.22511,146.024,9.90672,3.0409,3.25782,1.05638,0.265111,0.0813768,0.18373454362154007,0.230098,1.20471,0.294008,0.741605,,,3.73384,2.51015,2.85579,143.36000061035156,4.65623,-0.179413,0.600614,"19853"
"Carlos Rodón","NYY",9.57583,7.94092,9.85493,4.0775,24.9057,24.9057,0,0,138.05,570.732,117.092,67.9828,62.5441,19.4488,46.8002,0.557023,6.2164,157.15,10.2452,3.05109,3.35788,1.26795,0.275348,0.0820004,0.1933474764227867,0.226171,1.1872,0.286246,0.701791,,,3.96192,2.50717,2.13561,147.02000427246094,6.48633,-1.15155,0.784657,"16137"
"Merrill Kelly","ARI",11.3741,9.58723,13.4168,3.99093,29.2949,29.2949,0,0,179.144,751.129,165.283,86.3467,79.439,22.7624,61.3272,1.51708,5.00075,170.16,8.54865,3.08101,2.77463,1.14356,0.226539,0.0816467,0.14489243179559708,0.241359,1.26496,0.289748,0.72025,,,4.11789,2.49848,3.09878,150.07000732421875,4.31208,-0.134669,1.1244,"11156"
"Justin Verlander","HOU",11.3619,8.04747,11.9575,3.94013,25.5153,25.5153,0,0,157.833,651.768,144.014,75.1064,69.0978,22.2392,44.2019,0.505008,5.8365,146.766,8.36896,2.5205,3.32036,1.26813,0.225182,0.0678185,0.15736329555511475,0.239334,1.19251,0.281415,0.720072,,,4.17812,2.49828,2.58267,124,5.73811,1.80991,0.815534,"8700"
"Chris Sale","ATL",8.34722,6.0342,8.44455,3.87341,23.0273,23.0273,0,0,123.859,512.132,108.048,57.9417,53.3064,17.2152,36.2034,0.711007,8.68861,146.838,10.6697,2.63065,4.05592,1.25091,0.286719,0.0706916,0.2160276249051094,0.231247,1.16464,0.299593,0.718348,,,3.7782,2.48472,2.37951,135.24000549316406,3.88292,-0.892393,0.596759,"10603"
"Hunter Greene","CIN",9.03952,9.12169,10.3944,4.22914,26.8113,26.8113,0,0,148.546,624.976,128.385,75.8725,69.8027,24.9383,56.8018,0.546766,9.00455,186.519,11.3007,3.44146,3.28368,1.51094,0.298442,0.0908864,0.20755571871995926,0.229599,1.24666,0.297506,0.727437,,,4.25526,2.46325,2.4939,143.1300048828125,4.00143,-0.368846,1.11614,"22182"
"Ranger Suárez","PHI",8.61368,7.60393,10.415,4.00983,26.521,26.521,0.202013,0,149.679,638.716,144.936,72.4863,66.6874,16.4005,54.9688,0.916967,4.74302,131.926,7.93253,3.3052,2.40001,0.986138,0.206548,0.0860614,0.12048693746328354,0.250318,1.33555,0.298448,0.720105,,,4.11348,2.42109,2.62476,346.2699890136719,0.650788,-0.941478,1.02084,"17277"
"José Berríos","TOR",10.7091,9.52225,12.5958,4.15503,29.2729,29.2729,0,0,173.962,727.837,165.927,87.297,80.3132,24.872,48.1474,1.35692,9.27248,163.084,8.43723,2.49092,3.38719,1.28676,0.224067,0.0661513,0.15791578590869904,0.247498,1.23058,0.292365,0.707251,,,4.22897,2.41548,2.33982,168.63999938964844,2.73902,-0.316055,1.05477,"14168"
"Yu Darvish","SDP",8.92034,8.29173,11.2806,4.09901,23.5689,23.5689,0,0,144.178,595.114,129.66,71.375,65.665,20.7665,39.5032,0.546256,7.83628,145.482,9.08141,2.46591,3.68278,1.29631,0.24446,0.0663792,0.17808105051517487,0.236702,1.17329,0.285414,0.698037,,,4.09442,2.37118,2.22443,192.17999267578125,3.79985,-0.0116302,0.775109,"13074"
"Aaron Civale","TBR",8.62602,7.67103,8.85678,4.04253,25.4969,25.4969,0,0,141.838,587.458,132.193,69.2494,63.7095,19.5342,37.239,0.74481,6.69476,132.989,8.4385,2.36291,3.57123,1.23949,0.226381,0.0633901,0.16299060732126236,0.243215,1.19454,0.28813,0.705094,,,4.09943,2.35233,2.2971,203.0399932861328,2.57569,0.809544,0.580563,"19479"
"Eury Pérez","MIA",8.26314,7.82736,8.60114,3.87641,25.3804,25.3804,0,0,134,551.208,113.107,62.7341,57.7154,19.8596,44.3337,0.61867,5.24568,151.801,10.1956,2.97764,3.42406,1.33386,0.275397,0.08043,0.19496729969978333,0.22548,1.17493,0.282596,0.730552,,,4.02602,2.27287,2.47505,79.29000091552734,4.72205,0.49153,0.589945,"27768"
"Reid Detmers","LAA",7.64689,8.9014,9.7051,4.27071,27.3223,27.3223,0,0,153.058,650.049,138.908,78.9453,72.6297,21.2505,57.8735,2.0291,9.39906,163.599,9.61981,3.40303,2.82684,1.24955,0.251672,0.0890293,0.16264237463474274,0.238355,1.28566,0.295676,0.705476,,,4.24078,2.26549,2.06034,234.39999389648438,3.59585,-0.956511,1.02612,"27468"
"Hunter Brown","HOU",10.7253,8.25907,10.5092,3.99521,29.5351,26.252,0,0.227413,147.655,622.767,133.778,71.2456,65.5459,17.9737,54.5614,1.16255,6.22641,159.052,9.69467,3.32567,2.9151,1.09554,0.255396,0.0876113,0.16778464615345,0.238049,1.27554,0.300828,0.717592,,,3.91819,2.25402,2.29569,171.6199951171875,4.09961,-0.837582,0.981777,"25880"
"Brayan Bello","BOS",10.5947,10.1665,11.2616,4.28847,27.7723,27.7723,0,0,159.821,685.537,163.182,82.7761,76.154,18.7852,52.5773,1.00447,6.29787,138.508,7.79983,2.96079,2.63438,1.05785,0.202043,0.076695,0.12534842640161514,0.260398,1.35001,0.30764,0.701906,,,4.1549,2.24201,2.44462,230.72999572753906,3.10564,-0.824262,1.49549,"23920"
"Bailey Ober","MIN",8.67856,7.77324,10.1487,4.07122,27.3677,27.3677,0,0,152.576,626.438,143.706,75.0205,69.0189,24.2046,34.5339,0.524072,5.72872,148.673,8.7698,2.03705,4.30514,1.42776,0.237331,0.0551274,0.18220367282629013,0.245158,1.1682,0.289141,0.715046,,,4.16017,2.21267,2.21993,143.1300048828125,2.38361,0.789793,0.792068,"21224"
"Marcus Stroman","NYY",9.63809,8.58404,11.8066,3.99216,26.5193,26.5193,0,0,151.352,638.209,144.967,72.9738,67.1359,16.9971,49.294,0.697798,5.02647,128.434,7.63717,2.93122,2.60546,1.01071,0.201241,0.0772381,0.12400277704000473,0.248279,1.2835,0.291864,0.711508,,,4.09451,2.20513,2.48093,272.6400146484375,1.70619,1.07554,0.786149,"13431"
"Nathan Eovaldi","TEX",9.78199,7.50928,11.0081,4.05383,25.1493,25.1493,0,0,150.989,632.218,144.272,73.9228,68.009,20.6718,44.1358,0.759506,5.94321,139.474,8.31367,2.63081,3.16012,1.23219,0.220611,0.0698111,0.15079999715089798,0.247832,1.24783,0.292897,0.717922,,,4.18241,2.2046,2.46845,208.8000030517578,3.91013,0.68785,0.729294,"9132"
"Andrew Abbott","CIN",7.72023,7.42707,8.28957,4.30575,24.244,24.244,0,0,131.668,558.8,121.637,68.4695,62.9919,21.3166,51.2538,0.684787,4.0737,143.366,9.79965,3.5034,2.79718,1.45708,0.256561,0.0917212,0.16483956575393677,0.241595,1.31308,0.296113,0.729976,,,4.44263,2.15591,2.14406,279.9599914550781,3.3194,-0.563768,0.907032,"29911"
"Patrick Sandoval","LAA",8.13274,9.76832,9.62164,4.07718,26.8643,26.8643,0,0,151.176,653.973,144.165,74.4409,68.4857,16.6556,65.9809,1.13985,5.41722,139.867,8.32675,3.92807,2.11981,0.991565,0.213873,0.100892,0.11298014968633652,0.247462,1.39008,0.299281,0.726363,,,4.25377,2.15436,2.43181,428.6400146484375,3.75332,0.409977,1.43091,"19447"
"Nick Pivetta","BOS",10.27,9.72145,9.4015,4.25182,31.0977,25.7519,0.302176,0.427674,157.936,662.197,137.841,81.101,74.6129,24.4852,57.0112,1.08851,6.20126,180.889,10.308,3.24878,3.17287,1.39529,0.273165,0.086094,0.18707144260406494,0.230125,1.23374,0.28799,0.708409,,,4.18052,2.13364,2.44828,166.39999389648438,4.05728,0.431356,1.18883,"15454"
"Sean Manaea","NYM",8.17937,7.85661,8.57833,4.22736,29.7556,21.7044,0.180177,1.11644,137.568,577.418,128.326,70.2354,64.6166,19.7118,43.9884,0.693361,6.15567,142.488,9.3219,2.87782,3.23922,1.28959,0.246768,0.0761813,0.17058704048395157,0.243377,1.25258,0.297514,0.705366,,,4.13976,2.0932,1.83901,320.17999267578125,4.59049,-0.573427,0.719988,"15873"
"Nestor Cortes","NYY",8.48461,6.02337,8.50464,3.96146,27.7124,22.6771,0,0.22208,129.749,531.341,113.38,62.0765,57.1104,20.4583,37.3415,0.420073,4.34894,132.538,9.19351,2.59019,3.54936,1.41909,0.249441,0.0702778,0.17916347086429596,0.231552,1.16164,0.276014,0.726122,,,4.22579,2.09114,2.16738,257.760009765625,2.45485,0.183161,0.628344,"17874"
"Lucas Giolito","BOS",9.46182,10.1398,11.3104,4.59558,28.4673,28.4673,0,0,167.191,713.163,159.186,92.7949,85.3713,27.315,62.9051,1.45475,6.21786,174.538,9.3955,3.38621,2.77463,1.47038,0.244738,0.0882057,0.1565326675772667,0.247167,1.32836,0.298224,0.703269,,,4.53135,2.07092,1.94402,223.60000610351562,2.53849,1.08943,1.8359,"15474"
"DL Hall","MIL",5.82974,5.00061,4.43447,3.86206,40.2114,14.273,0.611886,3.72861,100.279,422.617,83.8433,46.7735,43.0316,11.4512,44.4595,1.14626,3.50462,124.959,11.215,3.99022,2.81061,1.02774,0.295678,0.1052,0.1904774084687233,0.223789,1.27946,0.303858,0.726182,,,3.68226,2.07039,1.55985,362.69000244140625,3.97397,0.302185,0.372759,"22207"
"Cristopher Sánchez","PHI",7.74108,7.35925,8.33939,4.13163,28.2071,23.521,0.00456512,0.248525,134.274,564.921,128.955,67.001,61.6409,16.7986,40.2697,2.04694,6.30256,118.017,7.91038,2.69917,2.93067,1.12596,0.208909,0.0712838,0.13762535899877548,0.248781,1.2603,0.29243,0.701572,,,4.16411,2.046,2.02814,236.63999938964844,3.08499,0.415416,0.462441,"20778"
"Jon Gray","TEX",8.77199,8.5501,10.3834,4.29934,27.3093,27.3093,0,0,155.393,657.473,146.485,80.6869,74.2319,22.594,52.6033,1.10256,7.74479,148.99,8.62918,3.04666,2.83234,1.30859,0.226611,0.0800083,0.1466023027896881,0.245318,1.28119,0.291138,0.707057,,,4.39271,2.04203,2.02975,317.489990234375,1.58,-0.000075848,1.02859,"14916"
"Brady Singer","KCR",8.37178,9.66013,10.499,4.50208,27.5504,27.5504,0,0,161.067,691.559,166.721,87.5768,80.5706,20.3614,48.4667,0.682615,9.27735,136.36,7.61946,2.7082,2.81348,1.13774,0.197178,0.0700832,0.12709476053714752,0.263044,1.33602,0.306774,0.683576,,,4.28077,2.01879,1.62673,449.8399963378906,3.15955,-0.201159,1.4103,"25377"
"Charlie Morton","ATL",10.7973,7.86719,10.1606,4.14593,26.078,26.078,0,0,149.781,644.795,135.316,74.9976,68.9978,18.73,63.9766,1.11846,11.1383,162.717,9.7773,3.84421,2.54338,1.12544,0.252354,0.09922,0.15313419699668884,0.23753,1.33056,0.300299,0.718175,,,4.21244,2.01808,2.387,236.49000549316406,1.99467,0.316672,1.36435,"4676"
"Griffin Canning","LAA",7.89849,8.21857,8.91766,4.16222,24.8571,24.8571,0,0,139.94,585.65,129.998,70.3454,64.7177,22.368,43.9842,1.59222,5.84338,148.88,9.57495,2.82877,3.38484,1.43857,0.254212,0.0751032,0.17910915613174438,0.242613,1.24326,0.295219,0.726424,,,4.27339,2.00191,2.11405,272.5799865722656,1.91484,0.309174,0.676656,"19867"
"Yusei Kikuchi","TOR",9.0828,7.96093,8.96391,4.18185,27.9775,27.9775,0.00199438,0,147.629,623.263,135.551,74.5605,68.5957,22.891,53.4715,0.842711,6.11628,156.986,9.57043,3.25982,2.93588,1.39552,0.251877,0.0857929,0.16608452796936035,0.240477,1.28039,0.29354,0.729173,,,4.35493,1.99568,1.88786,236.16000366210938,4.00196,-0.221513,0.952754,"20633"
"Kenta Maeda","DET",7.61922,8.18175,8.10392,4.20958,27.9314,24.1038,0,0.231642,128.781,533.834,118.709,65.4724,60.2346,18.5934,36.623,0.81136,5.03932,132.931,9.29006,2.55945,3.62971,1.29942,0.249012,0.0686037,0.18040776997804642,0.241193,1.20617,0.293897,0.694962,,,4.03807,1.98716,1.75205,248.0399932861328,2.50686,-1.24968,0.61822,"18498"
"José Quintana","NYM",7.63768,8.28132,9.96701,4.16283,26.419,26.419,0,0,148.835,635.875,148.964,74.8278,68.8416,17.4835,51.4555,0.925186,3.83367,124.783,7.54561,3.11149,2.42507,1.05722,0.196239,0.0809208,0.11531820148229599,0.256575,1.34659,0.299965,0.713822,,,4.21978,1.97844,2.14541,416.239990234375,3.39492,0.233878,1.00788,"11423"
"Kyle Gibson","STL",10.3219,10.0114,12.2873,4.48304,29.0287,29.0287,0,0,170.949,733.572,175.204,92.5571,85.1525,22.3037,54.9679,0.842332,7.6465,136.198,7.17045,2.8939,2.47778,1.17423,0.185664,0.0749319,0.11073248833417892,0.261126,1.34643,0.298368,0.691718,,,4.45654,1.97769,1.77335,431.510009765625,3.54427,-0.636286,1.69514,"10123"
"Alex Cobb","SFG",5.50817,5.2309,7.20913,3.8393,18.4948,18.4948,0,0,104.06,439.56,104.435,48.251,44.3909,10.333,29.6173,0.355562,3.73305,92.8554,8.03093,2.56156,3.13517,0.893683,0.211246,0.0673795,0.14386679232120514,0.257097,1.28822,0.310547,0.717487,,,3.72274,1.96036,1.94585,468.92999267578125,2.20968,0.143376,0.368913,"6562"
"Miles Mikolas","STL",9.25692,9.75775,11.6509,4.45053,28.3952,28.3952,0,0,171.533,721.717,179.865,92.1995,84.8236,25.1831,37.4198,0.550178,6.98675,119.757,6.28343,1.96334,3.20037,1.32131,0.165934,0.0518482,0.11408545076847076,0.265558,1.26672,0.290553,0.687175,,,4.54392,1.95875,1.93522,411.4200134277344,2.65211,0.149733,1.20366,"9803"
"Shota Imanaga","CHC",8.42095,7.33045,8.14739,3.92386,24.5474,24.5474,0,0,141.235,587.092,131.156,66.9309,61.5764,21.904,41.0564,1.48599,5.29669,140.013,8.92209,2.61626,3.41025,1.3958,0.238485,0.0699319,0.1685534417629242,0.24255,1.21933,0.2884,0.743793,,,4.2731,1.93533,2.43709,999,6.5148,-2.13224,0.472851,"sa3023346"
"Bryan Woo","SEA",7.0855,7.62443,7.75351,3.94011,30.901,24.6548,0,0.249134,133.069,553.187,115.82,63.3219,58.2562,18.0986,43.2718,1.53849,8.19545,142.179,9.61618,2.92666,3.28572,1.22408,0.257018,0.0782228,0.17879565805196762,0.230846,1.19556,0.286203,0.716017,,,4.04655,1.93154,1.89542,176.9600067138672,2.2186,0.740345,0.478172,"30279"
"Walker Buehler","LAD",9.0027,5.64589,7.89416,3.92488,21.0904,21.0904,0,0,120.996,500.152,111.69,57.3545,52.7661,16.2942,32.962,1.0342,4.61132,112.582,8.37415,2.4518,3.41551,1.21201,0.225096,0.065904,0.1591915562748909,0.241452,1.19551,0.285872,0.716494,,,4.0764,1.92826,2.14323,149.69000244140625,5.41823,0.215846,0.512998,"19374"
"Lance Lynn","STL",9.79676,9.89827,10.6973,4.48578,27.113,27.113,0,0,159.848,675.58,154.791,86.5996,79.6716,25.6664,49.3791,1.08545,7.85047,151.495,8.5297,2.78021,3.06801,1.4451,0.224245,0.0730914,0.15115339308977127,0.250328,1.27727,0.292674,0.698837,,,4.521,1.92542,1.66101,308.2200012207031,2.80561,-0.64121,1.37768,"2520"
"Seth Lugo","KCR",7.62901,8.79214,10.3891,4.33073,25.698,25.698,0.00530321,0,142.914,605.054,144.77,74.7489,68.769,19.9661,40.9643,1.48066,5.37593,125.065,7.87597,2.57973,3.05303,1.25736,0.206701,0.0677035,0.1389971822500229,0.259113,1.29962,0.30169,0.70341,,,4.29377,1.91665,1.75611,260.0400085449219,3.7074,-0.342233,0.827868,"12447"
"Chris Paddack","MIN",7.35152,6.48372,6.16421,4.40361,25.7269,20.2713,0,0.216304,114.393,478.569,115.749,60.8384,55.9713,15.8262,27.5833,0.712863,3.49672,104.22,8.19963,2.17015,3.77837,1.24514,0.217775,0.0576372,0.1601373478770256,0.258663,1.25298,0.305161,0.680779,,,4.04653,1.91216,1.06962,296.1300048828125,3.96839,-1.38723,0.574918,"20099"
"Triston McKenzie","CLE",7.59404,8.70802,10.1314,4.127,24.9417,24.9417,0,0,141.257,584.637,123.269,70.4066,64.7741,22.0334,47.6012,0.40456,4.12198,140.794,8.97049,3.03285,2.95778,1.40383,0.240822,0.0814201,0.15940234065055847,0.231311,1.20964,0.273545,0.717476,,,4.38784,1.8803,1.896,234.91000366210938,5.11686,0.660528,0.593441,"18000"
"Frankie Montas","CIN",7.69949,7.58437,8.45306,4.40384,22.4765,22.098,0,0,124.887,527.946,121.154,66.4228,61.109,19.1068,40.2425,1.02329,4.37866,122.102,8.79936,2.90009,3.03417,1.37694,0.231278,0.0762246,0.15505369752645493,0.250667,1.29234,0.298282,0.705353,,,4.36042,1.86944,1.87535,334.6000061035156,3.34439,0.396571,0.763119,"14309"
"Dane Dunning","TEX",8.83181,8.93376,9.31468,4.37899,29.0148,26.6376,0,0.24725,156.466,675.858,158.145,82.749,76.129,20.6423,54.8414,1.32596,9.12136,132.69,7.63242,3.15451,2.41952,1.18736,0.196328,0.0811434,0.11518505215644836,0.258451,1.36123,0.299856,0.707477,,,4.50041,1.82276,1.87504,367.0400085449219,3.02199,-0.0639951,1.41094,"19409"
"Clarke Schmidt","NYY",8.40779,7.60045,7.66852,4.37494,27.112,27.112,0.00669681,0,141.985,604.005,139.283,75.0211,69.0194,20.5266,44.8361,2.34065,8.13084,128.359,8.13631,2.84203,2.86285,1.30112,0.212513,0.0742314,0.1382817104458809,0.252764,1.29675,0.295301,0.702128,,,4.44551,1.81822,1.69176,355.0899963378906,2.47534,-1.12724,0.944156,"19899"
"Shane Baz","TBR",6.55796,5.29401,6.2457,3.79158,23.2859,19.547,0,0.706983,102.349,422.94,89.2836,46.8677,43.1183,13.6244,32.1666,0.800026,4.6773,110.656,9.73051,2.82855,3.4401,1.19806,0.261636,0.0760549,0.1855815276503563,0.231247,1.18663,0.28898,0.728516,,,3.90318,1.79563,1.88297,202.27000427246094,4.09615,-0.23143,0.445766,"22264"
